Mapa                     ;Data;Unb Nota;Nota;Serie;Unb Cliente;Cod. Cliente;Nome Cliente;Telefone;Area;Setor;Placa;Valor;Volume;Data Devol.;Cod. Motivo;Desc. Motivo;Orig. Pedido;Usuario;Hora 
019853                            ;02/03/2026;    ;296672;003;    ;0051706;DONA MARIA ESP SHOW                               ;(75)98162-3725 ;010;104;SJQ3B12;     379,93;    0,50;02/03/2026;71;SEM DINHEIRO/CHEQUE           ;   ;jose.al    ;21:01
019857                            ;02/03/2026;    ;296785;003;    ;0040512;MERCADO SANTANOPOLIS                              ;(75)98131-7667 ;010;106;TMM3F04;    1364,07;    1,66;02/03/2026;58;Carga Errada                  ;   ;romario.al ;16:30
019857                            ;02/03/2026;    ;296789;003;    ;0029790;MERCEARIA DO ROQUE                                ;(75)98112-0547 ;010;106;TMM3F04;     503,82;    0,75;02/03/2026;34;Pedido Duplicado              ;   ;romario.al ;16:31
019858                            ;02/03/2026;    ;296803;003;    ;0020776;BARRACA SEM NOME                                  ;(75)99946-9722 ;010;110;TMM4F43;     151,16;    0,07;02/03/2026;58;Carga Errada                  ;   ;romario.al ;18:22
019859                            ;02/03/2026;    ;296859;003;    ;0031019;BAR DO PAPUDA                                     ;(75)98160-2832 ;010;110;TMM5E06;     589,24;    0,62;02/03/2026;72;PDV FECHADO (HORARIO COM.)    ;   ;romario.al ;14:36
019859                            ;02/03/2026;    ;296860;003;    ;0031019;BAR DO PAPUDA                                     ;(75)98160-2832 ;010;110;TMM5E06;       4,84;    0,00;02/03/2026;72;PDV FECHADO (HORARIO COM.)    ;   ;romario.al ;14:36
019860                            ;02/03/2026;    ;296873;003;    ;0060886;BAR DOS AMIGOS                                    ;(07)19628-4333 ;020;208;SKB4I83;     137,16;    0,07;02/03/2026;71;SEM DINHEIRO/CHEQUE           ;   ;romario.al ;16:24
019860                            ;02/03/2026;    ;296874;003;    ;0060932;OFICINA DE BIG                                    ;(07)19647-1939 ;020;208;SKB4I83;     301,09;    0,56;02/03/2026;71;SEM DINHEIRO/CHEQUE           ;   ;romario.al ;16:24
019860                            ;02/03/2026;    ;296878;003;    ;0020639;BARRAC H DE PESCADOR                              ;(75)99984-3240 ;020;201;SKB4I83;     270,26;    0,22;02/03/2026;72;PDV FECHADO (HORARIO COM.)    ;   ;romario.al ;16:23
019868                            ;03/03/2026;    ;296892;003;    ;0030424;BAR DO DIO                                        ;(75)99935-4023 ;020;207;SKS5C26;     223,50;    0,43;03/03/2026;71;SEM DINHEIRO/CHEQUE           ;   ;emerson.al ;20:58
019868                            ;03/03/2026;    ;296893;003;    ;0030424;BAR DO DIO                                        ;(75)99935-4023 ;020;207;SKS5C26;      19,68;    0,02;03/03/2026;71;SEM DINHEIRO/CHEQUE           ;   ;emerson.al ;20:58
