Mapa                     ;Data;Unb Nota;Nota;Serie;Unb Cliente;Cod. Cliente;Nome Cliente;Telefone;Area;Setor;Placa;Valor;Volume;Data Devol.;Cod. Motivo;Desc. Motivo;Orig. Pedido;Usuario;Hora 
119807                            ;02/03/2026;    ;400572;005;    ;0003660;DISTRIBUIDORA 4M                                  ;(74)99953-0282 ;030;305;SKK2A65;       5,79;    0,00;02/03/2026;70;CLIENTE CANCELOU              ;   ;martins    ;17:21
119842                            ;03/03/2026;    ;401117;005;    ;0001094;MERCADINHO PRECO BOM                              ;(74)99140-3741 ;030;306;OUZ6207;     111,69;    0,13;03/03/2026;73;FALTA DE ATIVOS DE GIRO       ;   ;jhon.pe    ;16:39
119842                            ;03/03/2026;    ;401118;005;    ;0001094;MERCADINHO PRECO BOM                              ;(74)99140-3741 ;030;306;OUZ6207;     223,38;    0,27;03/03/2026;73;FALTA DE ATIVOS DE GIRO       ;   ;jhon.pe    ;16:40
119843                            ;03/03/2026;    ;401138;005;    ;0004499;NE DISRIBUIDORA                                   ;(74)99806-2395 ;030;305;RPR2G22;      34,90;    0,04;03/03/2026;40;Horario de Entrega            ;   ;jhon.pe    ;15:49
119843                            ;03/03/2026;    ;401158;005;    ;0004313;NEUTON FREITAS                                    ;(74)98106-7079 ;030;302;RPR2G22;      67,47;    0,08;03/03/2026;71;SEM DINHEIRO/CHEQUE           ;   ;jhon.pe    ;15:50
119843                            ;03/03/2026;    ;401159;005;    ;0004313;NEUTON FREITAS                                    ;(74)98106-7079 ;030;302;RPR2G22;     135,08;    0,13;03/03/2026;71;SEM DINHEIRO/CHEQUE           ;   ;jhon.pe    ;15:50
119865                            ;04/03/2026;    ;401343;005;    ;0003641;MERCADO GUIRRA                                    ;(74)98102-5057 ;030;307;RDG7D23;     500,74;    0,48;04/03/2026;72;PDV FECHADO (HORARIO COM.)    ;   ;joelson    ;20:06
119865                            ;04/03/2026;    ;401344;005;    ;0003641;MERCADO GUIRRA                                    ;(74)98102-5057 ;030;307;RDG7D23;      13,45;    0,09;04/03/2026;72;PDV FECHADO (HORARIO COM.)    ;   ;joelson    ;20:07
119868                            ;04/03/2026;    ;401492;005;    ;0003413;BAR DA FOFA                                       ;(74)99100-3176 ;030;300;OZE1021;     777,22;    1,26;04/03/2026;83;PROPRIETARIO AUSENTE          ;   ;martins    ;16:55
119873                            ;04/03/2026;    ;401667;005;    ;0000618;BAR BINBA                                         ;(34) 3541-6884 ;030;305;OUZ6207;     584,44;    0,76;04/03/2026;73;FALTA DE ATIVOS DE GIRO       ;   ;joelson    ;18:29
119875                            ;04/03/2026;    ;401705;005;    ;0003083;BAR DO DIEGO                                      ;(74)99923-9878 ;030;303;RDN9A13;     186,96;    0,06;04/03/2026;72;PDV FECHADO (HORARIO COM.)    ;   ;joelson    ;18:23
119894                            ;05/03/2026;    ;401776;005;    ;0000449;GELADAO JC                                        ;(74)98106-0637 ;080;831;RCO1I47;      18,16;    0,01;05/03/2026;42;Produto/Quantidade Errada     ;   ;jhon.pe    ;17:41
119894                            ;05/03/2026;    ;401777;005;    ;0000449;GELADAO JC                                        ;(74)98106-0637 ;080;831;RCO1I47;       8,66;    0,01;05/03/2026;42;Produto/Quantidade Errada     ;   ;jhon.pe    ;17:41
119904                            ;05/03/2026;    ;402164;005;    ;0001517;Bar Sobrao                                        ;(74)98114-3097 ;030;307;RDN9A13;     159,75;    0,18;05/03/2026;71;SEM DINHEIRO/CHEQUE           ;   ;jhon.pe    ;15:02
119922                            ;06/03/2026;    ;402456;005;    ;0000305;MERCEARIA FERREIRA                                ;(74)99920-5199 ;030;304;PKM9305;     152,96;    0,16;06/03/2026;42;Produto/Quantidade Errada     ;   ;joelson    ;19:41
119932                            ;06/03/2026;    ;402610;005;    ;0092786;DISTRIBUIDORA JD                                  ;(74)99116-8641 ;080;830;       ;    4329,00;    0,00;07/03/2026;51;NF ERRADA                     ;   ;jhon.pe    ;09:52
119939                            ;07/03/2026;    ;402698;005;    ;0003733;HORTI FRUTI DA LU                                 ;(74)99191-2565 ;030;301;SKK7D81;     469,50;    0,50;07/03/2026;82;ENDERECO NAO ENCONTRADO       ;   ;jhon.pe    ;17:38
119939                            ;07/03/2026;    ;402699;005;    ;0003733;HORTI FRUTI DA LU                                 ;(74)99191-2565 ;030;301;SKK7D81;     254,70;    0,30;07/03/2026;82;ENDERECO NAO ENCONTRADO       ;   ;jhon.pe    ;17:38
119940                            ;07/03/2026;    ;402718;005;    ;0001945;Dist Pit Stop                                     ;(74)99815-0679 ;080;831;OVA9787;    5112,02;    6,27;09/03/2026;71;SEM DINHEIRO/CHEQUE           ;   ;jhon.pe    ;14:45
119940                            ;07/03/2026;    ;402719;005;    ;0001945;Dist Pit Stop                                     ;(74)99815-0679 ;080;831;OVA9787;       5,79;    0,00;09/03/2026;71;SEM DINHEIRO/CHEQUE           ;   ;jhon.pe    ;14:46
119942                            ;07/03/2026;    ;402802;005;    ;0000629;Casa Do Acai                                      ;(74)99962-1211 ;030;307;OUZ6207;     236,09;    0,61;07/03/2026;72;PDV FECHADO (HORARIO COM.)    ;   ;jhon.pe    ;15:22
119980                            ;10/03/2026;    ;403287;005;    ;0004466;LECIVALDO SOUSA                                   ;(74)98138-6383 ;030;307;OZE1021;     781,30;    1,13;10/03/2026;85;DIFICIL ACESSO                ;   ;martins    ;17:13
119980                            ;10/03/2026;    ;403288;005;    ;0004466;LECIVALDO SOUSA                                   ;(74)98138-6383 ;030;307;OZE1021;      91,80;    0,11;10/03/2026;85;DIFICIL ACESSO                ;   ;martins    ;17:17
119986                            ;10/03/2026;    ;403504;005;    ;0062565;MONICA LANCHES                                    ;(74)98142-5362 ;030;302;RPR2G22;     223,85;    0,39;10/03/2026;71;SEM DINHEIRO/CHEQUE           ;   ;martins    ;15:50
119987                            ;10/03/2026;    ;403541;005;    ;0003644;RESENHAS                                          ;(74)99141-4025 ;030;303;RDN9A13;     161,70;    0,20;10/03/2026;72;PDV FECHADO (HORARIO COM.)    ;   ;joelson    ;18:22
119987                            ;10/03/2026;    ;403545;005;    ;0003714;TABERNA                                           ;(74)99974-7070 ;030;304;RDN9A13;     286,26;    0,21;10/03/2026;50;CARGA ERRADA ARMAZEM          ;   ;joelson    ;18:25
120014                            ;11/03/2026;    ;403966;005;    ;0000041;POINT DO LANCHE                                   ;(71) 9257-8189 ;030;302;PKM9305;     291,82;    0,39;11/03/2026;72;PDV FECHADO (HORARIO COM.)    ;   ;vanilton   ;18:43
120015                            ;11/03/2026;    ;404010;005;    ;0060359;COMERCIAL SOUZA                                   ;(74)99117-2706 ;030;300;OUZ6207;       7,75;    0,00;11/03/2026;42;Produto/Quantidade Errada     ;   ;vanilton   ;19:52
120015                            ;11/03/2026;    ;404033;005;    ;0004350;PATY UNHAS                                        ;(74)90000-0000 ;030;300;OUZ6207;     139,60;    0,16;11/03/2026;82;ENDERECO NAO ENCONTRADO       ;   ;vanilton   ;19:53
120015                            ;11/03/2026;    ;404035;005;    ;0003190;MERCADINHO COSTA                                  ;(74)98131-5988 ;030;300;OUZ6207;       4,33;    0,00;11/03/2026;42;Produto/Quantidade Errada     ;   ;vanilton   ;19:51
120016                            ;11/03/2026;    ;404047;005;    ;0000721;COMERCIO DIAS                                     ;(71) 8882-4016 ;030;306;RDN9A13;      74,14;    0,16;11/03/2026;71;SEM DINHEIRO/CHEQUE           ;   ;vanilton   ;18:49
