Mapa                     ;Data;Unb Nota;Nota;Serie;Unb Cliente;Cod. Cliente;Nome Cliente;Telefone;Area;Setor;Placa;Valor;Volume;Data Devol.;Cod. Motivo;Desc. Motivo;Orig. Pedido;Usuario;Hora
069168                            ;01/04/2024;    ;078327;003;    ;0017659;MERCADO DA TORRE                                  ;(75)99961-9517 ;050;510;OZC4855;     329,00;    0,42;01/04/2024;65;NAO FEZ PEDIDO                ;   ;pedrocosta ;20:10
069168                            ;01/04/2024;    ;078344;003;    ;0001618;BAR DO TECO                                       ;(75)99916-1515 ;050;510;OZC4855;     125,66;    0,33;01/04/2024;63;PRODUTO / QTDE. ERRADA        ;   ;pedrocosta ;20:08
069169                            ;01/04/2024;    ;078377;003;    ;0013955;MERCEARIA VITORIA                                 ;(75)99980-1320 ;050;509;OZC7460;      27,36;    0,12;02/04/2024;50;CARGA ERRADA ARMAZEM          ;   ;joao       ;10:53
069169                            ;01/04/2024;    ;078378;003;    ;0013955;MERCEARIA VITORIA                                 ;(75)99980-1320 ;050;509;OZC7460;      27,36;    0,12;02/04/2024;50;CARGA ERRADA ARMAZEM          ;   ;joao       ;10:52
069169                            ;01/04/2024;    ;078382;003;    ;0013216;MERC JOAO VITOR                                   ;(11)95928-4246 ;050;509;OZC7460;      26,28;    0,12;02/04/2024;50;CARGA ERRADA ARMAZEM          ;   ;joao       ;10:53
069171                            ;01/04/2024;    ;078431;003;    ;0000003;COMERCIAL KELLY                                   ;(75)99960-0976 ;050;503;SJP7G64;     315,40;    1,23;01/04/2024;50;CARGA ERRADA ARMAZEM          ;   ;douglas    ;17:59
069171                            ;01/04/2024;    ;078432;003;    ;0000003;COMERCIAL KELLY                                   ;(75)99960-0976 ;050;503;SJP7G64;      25,80;    0,04;01/04/2024;50;CARGA ERRADA ARMAZEM          ;   ;douglas    ;17:58
069171                            ;01/04/2024;    ;078434;003;    ;0006190;COMERCIAL AVENIDA                                 ;(75)99923-0584 ;050;503;SJP7G64;     203,79;    0,26;01/04/2024;50;CARGA ERRADA ARMAZEM          ;   ;douglas    ;17:57
069171                            ;01/04/2024;    ;078435;003;    ;0006190;COMERCIAL AVENIDA                                 ;(75)99923-0584 ;050;503;SJP7G64;     185,76;    0,21;01/04/2024;50;CARGA ERRADA ARMAZEM          ;   ;douglas    ;17:56
069171                            ;01/04/2024;    ;078436;003;    ;0006190;COMERCIAL AVENIDA                                 ;(75)99923-0584 ;050;503;SJP7G64;     800,08;    1,52;01/04/2024;50;CARGA ERRADA ARMAZEM          ;   ;douglas    ;17:56
069171                            ;01/04/2024;    ;078445;003;    ;0012292;RESENHA DRINK S PETI                              ;(75)99164-0938 ;050;511;SJP7G64;      48,36;    0,06;01/04/2024;72;PDV FECHADO (HORARIO COM.)    ;   ;douglas    ;16:58
069171                            ;01/04/2024;    ;078446;003;    ;0012292;RESENHA DRINK S PETI                              ;(75)99164-0938 ;050;511;SJP7G64;     112,22;    0,07;01/04/2024;72;PDV FECHADO (HORARIO COM.)    ;   ;douglas    ;16:59
069171                            ;01/04/2024;    ;078447;003;    ;0012292;RESENHA DRINK S PETI                              ;(75)99164-0938 ;050;511;SJP7G64;     112,22;    0,07;01/04/2024;72;PDV FECHADO (HORARIO COM.)    ;   ;douglas    ;16:59
069190                            ;02/04/2024;    ;078813;003;    ;0016231;MESTRE DO CHURRASCO                               ;(75)99806-9224 ;050;510;SJP8E67;     155,00;    0,22;02/04/2024;72;PDV FECHADO (HORARIO COM.)    ;   ;edson      ;18:40
069190                            ;02/04/2024;    ;078814;003;    ;0016231;MESTRE DO CHURRASCO                               ;(75)99806-9224 ;050;510;SJP8E67;     388,07;    0,45;02/04/2024;72;PDV FECHADO (HORARIO COM.)    ;   ;edson      ;18:41
069190                            ;02/04/2024;    ;078815;003;    ;0016231;MESTRE DO CHURRASCO                               ;(75)99806-9224 ;050;510;SJP8E67;     168,69;    0,26;02/04/2024;72;PDV FECHADO (HORARIO COM.)    ;   ;edson      ;18:42
069190                            ;02/04/2024;    ;078816;003;    ;0016231;MESTRE DO CHURRASCO                               ;(75)99806-9224 ;050;510;SJP8E67;     132,48;    0,36;02/04/2024;72;PDV FECHADO (HORARIO COM.)    ;   ;edson      ;18:41
069193                            ;02/04/2024;    ;078881;003;    ;0011954;FRIGORIFICO GAMA                                  ;(75)99989-9750 ;050;501;RPP9G99;     219,78;    0,51;02/04/2024;72;PDV FECHADO (HORARIO COM.)    ;   ;edson      ;20:11
069193                            ;02/04/2024;    ;078882;003;    ;0011954;FRIGORIFICO GAMA                                  ;(75)99989-9750 ;050;501;RPP9G99;      14,08;    0,06;02/04/2024;72;PDV FECHADO (HORARIO COM.)    ;   ;edson      ;20:11
069193                            ;02/04/2024;    ;078897;003;    ;0017716;PIZZARIADIVINOSABOR                               ;(75)99805-7983 ;050;501;RPP9G99;     118,42;    0,14;02/04/2024;72;PDV FECHADO (HORARIO COM.)    ;   ;edson      ;20:13
069208                            ;03/04/2024;    ;079194;003;    ;0016737;RESTAURANTE PRATO CH                              ;(75)99277-9826 ;050;511;SJQ6G57;     618,16;    0,69;03/04/2024;64;SEM VASILHAME                 ;   ;douglas    ;16:02
069208                            ;03/04/2024;    ;079195;003;    ;0016737;RESTAURANTE PRATO CH                              ;(75)99277-9826 ;050;511;SJQ6G57;      42,24;    0,18;03/04/2024;64;SEM VASILHAME                 ;   ;douglas    ;16:02
069208                            ;03/04/2024;    ;079216;003;    ;0016131;BOTECO DO LEO                                     ;(75)99132-2492 ;050;511;SJQ6G57;     147,18;    0,06;03/04/2024;72;PDV FECHADO (HORARIO COM.)    ;   ;douglas    ;16:
069211                            ;03/04/2024;    ;079318;003;    ;0017906;JOÃO MARCOS FONSECA                               ;(75)99982-6398 ;050;510;RPP9G99;     187,60;    0,17;03/04/2024;63;PRODUTO / QTDE. ERRADA        ;   ;douglas    ;16:28
069211                            ;03/04/2024;    ;079319;003;    ;0017906;JOÃO MARCOS FONSECA                               ;(75)99982-6398 ;050;510;RPP9G99;     494,46;    0,53;03/04/2024;63;PRODUTO / QTDE. ERRADA        ;   ;douglas    ;16:27
069211                            ;03/04/2024;    ;079320;003;    ;0017906;JOÃO MARCOS FONSECA                               ;(75)99982-6398 ;050;510;RPP9G99;     134,40;    0,21;03/04/2024;63;PRODUTO / QTDE. ERRADA        ;   ;douglas    ;16:28
069211                            ;03/04/2024;    ;079321;003;    ;0017906;JOÃO MARCOS FONSECA                               ;(75)99982-6398 ;050;510;RPP9G99;      71,64;    0,12;03/04/2024;63;PRODUTO / QTDE. ERRADA        ;   ;douglas    ;16:28
069211                            ;03/04/2024;    ;079355;003;    ;0012163;ALICE E CIA                                       ;(75)99841-9013 ;050;510;RPP9G99;     253,48;    0,28;03/04/2024;71;SEM DINHEIRO/CHEQUE           ;   ;douglas    ;16:27
069211                            ;03/04/2024;    ;079356;003;    ;0012163;ALICE E CIA                                       ;(75)99841-9013 ;050;510;RPP9G99;     258,50;    0,29;03/04/2024;71;SEM DINHEIRO/CHEQUE           ;   ;douglas    ;16:46
069211                            ;03/04/2024;    ;079357;003;    ;0012163;ALICE E CIA                                       ;(75)99841-9013 ;050;510;RPP9G99;     596,97;    0,76;03/04/2024;71;SEM DINHEIRO/CHEQUE           ;   ;douglas    ;16:26
