Mapa                     ;Data;Unb Nota;Nota;Serie;Unb Cliente;Cod. Cliente;Nome Cliente;Telefone;Area;Setor;Placa;Valor;Volume;Data Devol.;Cod. Motivo;Desc. Motivo;Orig. Pedido;Usuario;Hora
010170                            ;01/03/2024;    ;147633;001;    ;0006123;DEPOSITO DO MARCILIO                              ;(75)99956-1815 ;060;607;RPQ3A36;     563,42;    0,85;01/03/2024;71;SEM DINHEIRO/CHEQUE           ;   ;roany      ;17:10
010170                            ;01/03/2024;    ;147634;001;    ;0006123;DEPOSITO DO MARCILIO                              ;(75)99956-1815 ;060;607;RPQ3A36;      13,36;    0,09;01/03/2024;71;SEM DINHEIRO/CHEQUE           ;   ;roany      ;17:10
010170                            ;01/03/2024;    ;147648;001;    ;0005883;MERCADINHO SAO JOSE                               ;(75)99927-1689 ;060;607;RPQ3A36;     563,40;    0,87;01/03/2024;85;DIFICIL ACESSO                ;   ;roany      ;17:12
010170                            ;01/03/2024;    ;147649;001;    ;0005883;MERCADINHO SAO JOSE                               ;(75)99927-1689 ;060;607;RPQ3A36;      68,46;    0,16;01/03/2024;85;DIFICIL ACESSO                ;   ;roany      ;17:12
010170                            ;01/03/2024;    ;147650;001;    ;0017457;DISK GELADO                                       ;(75)99905-6285 ;060;607;RPQ3A36;     420,40;    0,66;01/03/2024;85;DIFICIL ACESSO                ;   ;roany      ;17:12
010170                            ;01/03/2024;    ;147651;001;    ;0003610;MERC MOREIRA                                      ;(75) 9938-4860 ;060;607;RPQ3A36;     410,76;    0,41;01/03/2024;85;DIFICIL ACESSO                ;   ;roany      ;17:11
010170                            ;01/03/2024;    ;147652;001;    ;0003610;MERC MOREIRA                                      ;(75) 9938-4860 ;060;607;RPQ3A36;     368,76;    0,14;01/03/2024;85;DIFICIL ACESSO                ;   ;roany      ;17:11
010170                            ;01/03/2024;    ;147653;001;    ;0003610;MERC MOREIRA                                      ;(75) 9938-4860 ;060;607;RPQ3A36;     998,00;    1,38;01/03/2024;85;DIFICIL ACESSO                ;   ;roany      ;17:11
010170                            ;01/03/2024;    ;147654;001;    ;0003610;MERC MOREIRA                                      ;(75) 9938-4860 ;060;607;RPQ3A36;      60,77;    0,06;01/03/2024;85;DIFICIL ACESSO                ;DER;roany      ;17:12
010171                            ;01/03/2024;    ;147666;001;    ;0017661;POSTO SANTO ANTONIO                               ;(75)99944-9776 ;060;608;RPH0H69;      25,03;    0,04;01/03/2024;70;CLIENTE CANCELOU              ;   ;flávio     ;19:52
010172                            ;01/03/2024;    ;147717;001;    ;0017532;BAR DE MAINHO                                     ;(75)99990-1817 ;060;609;PKQ8407;     399,20;    0,55;01/03/2024;72;PDV FECHADO (HORARIO COM.)    ;   ;flávio     ;18:50
