Mapa                     ;Data;Unb Nota;Nota;Serie;Unb Cliente;Cod. Cliente;Nome Cliente;Telefone;Area;Setor;Placa;Valor;Volume;Data Devol.;Cod. Motivo;Desc. Motivo;Orig. Pedido;Usuario;Hora 
006271                            ;02/01/2025;    ;116475;003;    ;0085853;O POINT ENCONTRO DOS                              ;(75)99207-0494 ;040;402;SJQ9H52;      74,97;    0,06;02/01/2025;72;PDV FECHADO (HORARIO COM.)    ;   ;cunha.se   ;22:36
006271                            ;02/01/2025;    ;116479;003;    ;0029194;PIZZARIA  MARCENIO                                ;(71)99274-0487 ;040;407;SJQ9H52;     116,22;    0,28;02/01/2025;50;CARGA ERRADA ARMAZEM          ;   ;cunha.se   ;22:37
006271                            ;02/01/2025;    ;116503;003;    ;0023573;MERC POPULAR                                      ;(75)99212-8418 ;040;402;SJQ9H52;     257,60;    1,20;02/01/2025;50;CARGA ERRADA ARMAZEM          ;   ;cunha.se   ;22:36
006273                            ;02/01/2025;    ;116559;003;    ;0054866;QUIOSQUE BEIRA RIO                                ;(75)99142-8435 ;040;408;JOG4B37;      10,44;    0,01;02/01/2025;46;Endereco Nao Encontrado       ;DER;mauricio.se;14:10
006275                            ;02/01/2025;    ;116603;003;    ;0052274;MERCADINHO DA FITA                                ;(75)99982-1923 ;040;411;SJQ0G38;     544,55;    0,69;02/01/2025;64;SEM VASILHAME                 ;   ;mauricio.se;17:29
006277                            ;02/01/2025;    ;116709;003;    ;0028843;MERCADINHO CEDRAZ                                 ;(75)99978-8187 ;030;301;SJQ9B03;     264,24;    0,72;02/01/2025;87;TEMPO INSUFICIENTE            ;   ;mauricio.se;18:33
006277                            ;02/01/2025;    ;116710;003;    ;0000684;ESPACO DE BUJAO                                   ;(75)98243-6040 ;040;407;SJQ9B03;     172,06;    0,60;02/01/2025;87;TEMPO INSUFICIENTE            ;   ;mauricio.se;18:33
006279                            ;02/01/2025;    ;116767;003;    ;0086346;box de analise                                    ;(75)99205-1101 ;040;409;SJQ8E15;     454,81;    0,57;02/01/2025;72;PDV FECHADO (HORARIO COM.)    ;   ;mauricio.se;17:04
006280                            ;02/01/2025;    ;116784;003;    ;0050773;BAR BIG RAU                                       ;               ;040;409;SJQ3C18;     107,80;    0,13;02/01/2025;72;PDV FECHADO (HORARIO COM.)    ;   ;mauricio.se;18:35
006280                            ;02/01/2025;    ;116813;003;    ;0009699;MERCEARIA NIL LAR                                 ;(75)99155-7246 ;040;409;SJQ3C18;     367,60;    0,42;02/01/2025;72;PDV FECHADO (HORARIO COM.)    ;   ;mauricio.se;18:36
006285                            ;02/01/2025;    ;116962;003;    ;0092810;CORUJAO                                           ;(75)98241-1939 ;030;302;SJQ2C64;   11517,00;   13,86;02/01/2025;32;ENTREGA ATRASADA (BUFFER)     ;   ;mauricio.se;15:04
006286                            ;02/01/2025;    ;116971;003;    ;0025957;LUCIANO BAR                                       ;(75)98184-9490 ;040;413;JNW2B79;     215,60;    0,27;02/01/2025;72;PDV FECHADO (HORARIO COM.)    ;   ;cunha.se   ;20:13
006286                            ;02/01/2025;    ;116972;003;    ;0025957;LUCIANO BAR                                       ;(75)98184-9490 ;040;413;JNW2B79;     266,20;    0,21;02/01/2025;72;PDV FECHADO (HORARIO COM.)    ;   ;cunha.se   ;20:13
006286                            ;02/01/2025;    ;116973;003;    ;0025957;LUCIANO BAR                                       ;(75)98184-9490 ;040;413;JNW2B79;     545,95;    0,69;02/01/2025;72;PDV FECHADO (HORARIO COM.)    ;   ;cunha.se   ;20:14
006286                            ;02/01/2025;    ;116988;003;    ;0020534;TIE DISTRIBUIDORA                                 ;(07)59816-5091 ;040;413;JNW2B79;     811,27;    0,81;02/01/2025;32;ENTREGA ATRASADA (BUFFER)     ;   ;cunha.se   ;20:14
006289                            ;02/01/2025;    ;117109;003;    ;0085591;TREILLER DE CHAGAS                                ;(75) 9999-8888 ;040;409;SKB5H16;     137,36;    0,04;02/01/2025;72;PDV FECHADO (HORARIO COM.)    ;   ;mauricio.se;18:01
006290                            ;02/01/2025;    ;117134;003;    ;0028145;BAR DE ROSA                                       ;(75)99184-4528 ;040;414;JRU3952;      21,64;    0,00;03/01/2025;71;SEM DINHEIRO/CHEQUE           ;   ;rafael     ;14:22
006290                            ;02/01/2025;    ;117135;003;    ;0089230;LANCHONETE FONE ZERO                              ;               ;040;414;JRU3952;     161,70;    0,20;03/01/2025;71;SEM DINHEIRO/CHEQUE           ;   ;rafael     ;14:23
006290                            ;02/01/2025;    ;117136;003;    ;0089230;LANCHONETE FONE ZERO                              ;               ;040;414;JRU3952;     107,80;    0,13;03/01/2025;71;SEM DINHEIRO/CHEQUE           ;   ;rafael     ;14:23
006290                            ;02/01/2025;    ;117140;003;    ;0028144;MERCADINHO FV                                     ;(75)99218-9973 ;040;414;JRU3952;      98,88;    0,30;03/01/2025;50;CARGA ERRADA ARMAZEM          ;   ;rafael     ;14:22
006290                            ;02/01/2025;    ;117145;003;    ;0085454;BAR DO VALTER                                     ;               ;040;404;JRU3952;      45,80;    0,20;03/01/2025;50;CARGA ERRADA ARMAZEM          ;   ;rafael     ;14:23
006290                            ;02/01/2025;    ;117150;003;    ;0028820;MERCEARIA DA LURDINH                              ;(75)99153-2921 ;040;404;JRU3952;     266,14;    0,33;03/01/2025;42;Produto/Quantidade Errada     ;   ;rafael     ;14:21
006291                            ;02/01/2025;    ;117154;003;    ;0026551;SUPERMERCADO VALADAR                              ;(75)98124-3860 ;040;413;DYI4I95;     698,00;    0,84;02/01/2025;42;Produto/Quantidade Errada     ;   ;mauricio.se;17:07
006292                            ;02/01/2025;    ;117185;003;    ;0031672;BAR DO NILSON                                     ;(75) 9137-6193 ;040;408;EIR4662;     493,12;    0,78;02/01/2025;42;Produto/Quantidade Errada     ;   ;mauricio.se;15:23
006293                            ;02/01/2025;    ;117188;003;    ;0020505;MERCADINHO BOMBORIL                               ;(07)59913-8463 ;040;406;SYE5D21;     149,52;    0,16;02/01/2025;42;Produto/Quantidade Errada     ;   ;mauricio.se;15:20
006298                            ;02/01/2025;    ;117236;003;    ;0056163;JB ESPETINHOS E LANC                              ;(75)99220-6973 ;040;403;JSE3289;     102,54;    0,18;02/01/2025;72;PDV FECHADO (HORARIO COM.)    ;   ;cunha.se   ;19:07
006298                            ;02/01/2025;    ;117239;003;    ;0000904;BAR DA NALVA                                      ;(75)99132-5682 ;040;403;JSE3289;     137,10;    0,14;02/01/2025;82;ENDERECO NAO ENCONTRADO       ;   ;cunha.se   ;19:08
006298                            ;02/01/2025;    ;117240;003;    ;0000904;BAR DA NALVA                                      ;(75)99132-5682 ;040;403;JSE3289;     175,50;    0,20;02/01/2025;82;ENDERECO NAO ENCONTRADO       ;   ;cunha.se   ;19:10
006298                            ;02/01/2025;    ;117245;003;    ;0048445; POINT DO MOCOT                                   ;               ;040;403;JSE3289;      28,39;    0,04;02/01/2025;72;PDV FECHADO (HORARIO COM.)    ;   ;cunha.se   ;19:07
006299                            ;02/01/2025;    ;117259;003;    ;0090330;DEPOSITO GRABIEL                                  ;(75)98889-0188 ;040;403;ALP4D24;       6,91;    0,02;02/01/2025;72;PDV FECHADO (HORARIO COM.)    ;   ;mauricio.se;14:58
006299                            ;02/01/2025;    ;117260;003;    ;0090330;DEPOSITO GRABIEL                                  ;(75)98889-0188 ;040;403;ALP4D24;     380,67;    0,41;02/01/2025;72;PDV FECHADO (HORARIO COM.)    ;   ;mauricio.se;14:58
006299                            ;02/01/2025;    ;117262;003;    ;0085165;Mercado Preco Bom                                 ;(75) 9151-1642 ;040;401;ALP4D24;     252,12;    0,72;02/01/2025;72;PDV FECHADO (HORARIO COM.)    ;   ;mauricio.se;14:59
006299                            ;02/01/2025;    ;117263;003;    ;0000073;ESPETINHO DA CANIDIA                              ;(75)99178-6596 ;040;401;ALP4D24;      37,10;    0,04;02/01/2025;71;SEM DINHEIRO/CHEQUE           ;   ;mauricio.se;15:  
006299                            ;02/01/2025;    ;117264;003;    ;0000073;ESPETINHO DA CANIDIA                              ;(75)99178-6596 ;040;401;ALP4D24;      36,10;    0,04;02/01/2025;71;SEM DINHEIRO/CHEQUE           ;   ;mauricio.se;14:59
006299                            ;02/01/2025;    ;117265;003;    ;0000073;ESPETINHO DA CANIDIA                              ;(75)99178-6596 ;040;401;ALP4D24;      12,88;    0,06;02/01/2025;71;SEM DINHEIRO/CHEQUE           ;   ;mauricio.se;14:59
006299                            ;02/01/2025;    ;117275;003;    ;0086837;MERC MENOR PRECO                                  ;(75)99106-1401 ;040;408;ALP4D24;      86,84;    0,36;02/01/2025;72;PDV FECHADO (HORARIO COM.)    ;   ;mauricio.se;15:01
006299                            ;02/01/2025;    ;117276;003;    ;0086837;MERC MENOR PRECO                                  ;(75)99106-1401 ;040;408;ALP4D24;     130,56;    0,14;02/01/2025;72;PDV FECHADO (HORARIO COM.)    ;   ;mauricio.se;15:01
006304                            ;02/01/2025;    ;117279;003;    ;0000001;CDR CAMACARI                                      ;(19) 3313-7039 ;090;998;RCZ0H45;  120820,00;    0,00;02/01/2025;51;NF ERRADA                     ;   ;alyson10   ;18:38
006317                            ;03/01/2025;    ;117316;003;    ;0055145;DISTR DE BEBIDAS                                  ;               ;030;301;SJQ3C84;     646,80;    0,82;03/01/2025;73;FALTA DE ATIVOS DE GIRO       ;   ;jadson.se  ;22:39
006317                            ;03/01/2025;    ;117319;003;    ;0055145;DISTR DE BEBIDAS                                  ;               ;030;301;SJQ3C84;     485,10;    0,62;03/01/2025;73;FALTA DE ATIVOS DE GIRO       ;   ;jadson.se  ;22:40
006318                            ;03/01/2025;    ;117407;003;    ;0000897;BAR DO COSME                                      ;(75)99184-9504 ;040;405;SJQ9H52;     470,52;    0,72;04/01/2025;82;ENDERECO NAO ENCONTRADO       ;   ;jadson.se  ;04:04
006318                            ;03/01/2025;    ;117408;003;    ;0000897;BAR DO COSME                                      ;(75)99184-9504 ;040;405;SJQ9H52;     292,50;    0,34;04/01/2025;82;ENDERECO NAO ENCONTRADO       ;   ;jadson.se  ;04:05
006318                            ;03/01/2025;    ;117433;003;    ;0055933;bar da Lane                                       ;(75)99300-1251 ;040;402;SJQ9H52;     431,20;    0,55;04/01/2025;72;PDV FECHADO (HORARIO COM.)    ;   ;jadson.se  ;04:06
006321                            ;03/01/2025;    ;117539;003;    ;0091967;JUCENILDE FERREIRA                                ;(75)98269-7764 ;040;414;SJQ7D41;     314,16;    0,76;03/01/2025;71;SEM DINHEIRO/CHEQUE           ;   ;rafael     ;16:20
006321                            ;03/01/2025;    ;117540;003;    ;0091967;JUCENILDE FERREIRA                                ;(75)98269-7764 ;040;414;SJQ7D41;     707,81;    1,33;03/01/2025;71;SEM DINHEIRO/CHEQUE           ;   ;rafael     ;16:21
006336                            ;03/01/2025;    ;118227;003;    ;0047222;PADARIA IDEAL                                     ;(75)98112-6009 ;040;407;SYE5D21;      51,22;    0,06;03/01/2025;65;NAO FEZ PEDIDO                ;   ;rafael     ;14:16
