Mapa                     ;Data;Unb Nota;Nota;Serie;Unb Cliente;Cod. Cliente;Nome Cliente;Telefone;Area;Setor;Placa;Valor;Volume;Data Devol.;Cod. Motivo;Desc. Motivo;Orig. Pedido;Usuario;Hora 
023289                            ;02/02/2026;    ;372177;001;    ;0018820;PEDE CUSCUZ                                       ;(35)99778-2319 ;060;602;SJQ2D73;     106,08;    0,13;02/02/2026;72;PDV FECHADO (HORARIO COM.)    ;   ;icaro.pa   ;18:48
023302                            ;02/02/2026;    ;372534;001;    ;0016074;HOUSE LANCHES                                     ;(75)98867-7054 ;060;604;QPA6J22;     220,74;    0,33;03/02/2026;71;SEM DINHEIRO/CHEQUE           ;   ;samara     ;09:40
023333                            ;03/02/2026;    ;372788;001;    ;0019048;MERCADO COMPRE BEM                                ;               ;060;605;RPQ3A36;      37,50;    0,03;04/02/2026;42;Produto/Quantidade Errada     ;   ;icaro.pa   ;12:21
023337                            ;03/02/2026;    ;372932;001;    ;0011399;DISK VIP                                          ;(75)98814-4332 ;070;760;SJQ2D73;    3185,10;    4,15;03/02/2026;71;SEM DINHEIRO/CHEQUE           ;   ;samara     ;16:10
023341                            ;03/02/2026;    ;372999;001;    ;0019172;QUITANDA DA GALEGA                                ;(75)98821-7051 ;060;607;RDN4E94;     230,66;    0,33;03/02/2026;71;SEM DINHEIRO/CHEQUE           ;   ;samara     ;18:16
023341                            ;03/02/2026;    ;373000;001;    ;0019172;QUITANDA DA GALEGA                                ;(75)98821-7051 ;060;607;RDN4E94;     177,50;    0,21;03/02/2026;71;SEM DINHEIRO/CHEQUE           ;   ;samara     ;18:18
023341                            ;03/02/2026;    ;373010;001;    ;0013145;REST TEMPERO DE CASA                              ;(75)99259-5987 ;060;607;RDN4E94;     101,12;    0,20;03/02/2026;72;PDV FECHADO (HORARIO COM.)    ;   ;samara     ;18:17
023348                            ;03/02/2026;    ;373023;001;    ;0019197;DISK FARRA DISTRIBUI                              ;(75)99923-6443 ;060;601;MSC0001;    1661,86;    0,00;04/02/2026;51;NF ERRADA                     ;   ;icaro.pa   ;16:34
023348                            ;03/02/2026;    ;373024;001;    ;0019197;DISK FARRA DISTRIBUI                              ;(75)99923-6443 ;060;601;MSC0001;    2000,00;    0,00;04/02/2026;51;NF ERRADA                     ;   ;icaro.pa   ;16:35
023363                            ;04/02/2026;    ;373351;001;    ;0011927;MERC PEDRA COMPRIDA                               ;(21)98239-3611 ;060;606;PGO7569;    1793,28;    2,10;04/02/2026;87;TEMPO INSUFICIENTE            ;   ;flávio     ;19:39
