Mapa                     ;Data;Unb Nota;Nota;Serie;Unb Cliente;Cod. Cliente;Nome Cliente;Telefone;Area;Setor;Placa;Valor;Volume;Data Devol.;Cod. Motivo;Desc. Motivo;Orig. Pedido;Usuario;Hora 
074346                            ;01/11/2024;    ;194401;003;    ;0017659;MERCADO DA TORRE                                  ;(75)99961-9517 ;050;508;RPE5J36;     107,80;    0,13;01/11/2024;72;PDV FECHADO (HORARIO COM.)    ;   ;douglas    ;18:03
074356                            ;01/11/2024;    ;194872;003;    ;0016174;DISK GELADA DO VINIC                              ;(75)99948-0555 ;050;510;OVC3048;     485,10;    0,62;04/11/2024;72;PDV FECHADO (HORARIO COM.)    ;   ;joao       ;10:21
074356                            ;01/11/2024;    ;194873;003;    ;0016174;DISK GELADA DO VINIC                              ;(75)99948-0555 ;050;510;OVC3048;     247,60;    0,27;04/11/2024;72;PDV FECHADO (HORARIO COM.)    ;   ;joao       ;10:21
074358                            ;01/11/2024;    ;194916;003;    ;0000062;BAR MARIMAN                                       ;(75) 3276-1280 ;050;505;OZC4855;     109,47;    0,13;01/11/2024;65;NAO FEZ PEDIDO                ;DER;pedrocosta ;19:58
074358                            ;01/11/2024;    ;194924;003;    ;0018160;ESQUINA ESPETINHO                                 ;(75)99219-7608 ;050;505;OZC4855;     161,70;    0,20;01/11/2024;71;SEM DINHEIRO/CHEQUE           ;DER;pedrocosta ;19:58
074359                            ;01/11/2024;    ;194971;003;    ;0001094;KARYBY S  BAR                                     ;(75)99943-2450 ;050;509;SJP7G64;     380,23;    0,49;01/11/2024;72;PDV FECHADO (HORARIO COM.)    ;DER;douglas    ;17:56
074359                            ;01/11/2024;    ;194993;003;    ;0016401;BAR DA JESSICA                                    ;(75)99993-9469 ;050;509;SJP7G64;     467,30;    0,59;01/11/2024;72;PDV FECHADO (HORARIO COM.)    ;   ;douglas    ;17:55
074395                            ;04/11/2024;    ;195495;003;    ;0016971;BAR DA ERICA                                      ;(75)99893-2800 ;050;511;RPP9G99;       8,64;    0,02;04/11/2024;72;PDV FECHADO (HORARIO COM.)    ;   ;edson      ;18:44
074400                            ;04/11/2024;    ;195698;003;    ;0000398;MERCEARIA COSTA                                   ;(75)99921-1792 ;050;507;SJP7G64;     127,84;    0,30;04/11/2024;71;SEM DINHEIRO/CHEQUE           ;   ;edson      ;20:19
074423                            ;05/11/2024;    ;195870;003;    ;0017018;BARVDO PISEIRO                                    ;(75)99838-6501 ;050;508;RPP9G99;     302,20;    0,38;05/11/2024;71;SEM DINHEIRO/CHEQUE           ;   ;pedrocosta ;18:20
074423                            ;05/11/2024;    ;195875;003;    ;0018364;A PARADINHA                                       ;(71)99399-9293 ;050;508;RPP9G99;     574,09;    0,60;05/11/2024;71;SEM DINHEIRO/CHEQUE           ;   ;pedrocosta ;18:19
074431                            ;05/11/2024;    ;196218;003;    ;0014614;MERCEARIA DA JOSY                                 ;(75)99876-2576 ;090;997;SJQ7I72;      52,28;    0,06;05/11/2024;82;ENDERECO NAO ENCONTRADO       ;   ;douglas    ;17:14
074431                            ;05/11/2024;    ;196219;003;    ;0014614;MERCEARIA DA JOSY                                 ;(75)99876-2576 ;090;997;SJQ7I72;     100,68;    0,13;05/11/2024;82;ENDERECO NAO ENCONTRADO       ;   ;douglas    ;17:14
